project,date,revision,files,async_declarations,await_declarations,const_declarations,class_declarations,arrow_function_declarations,let_declarations,export_declarations,yield_declarations,import_statements,promise_declarations,promise_all_and_then,default_parameters,rest_statements,spread_arguments,array_destructuring,object_destructuring,errors,statements
jspdf,18-06-2012,e4dcbcf90cf9efa110c34865fa4f0474082d135c,8,8,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,1,6773
jspdf,25-06-2012,c340dbfeb81e2597806b7cf57a1b8ae96107aa4a,12,8,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,1,7498
jspdf,03-07-2012,9d5455b45f3001ffdbf820d85fb861702bebac80,15,8,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,0,1,8130
jspdf,21-07-2012,f5bb00fe5c3442e23c3870d14e8315437e9aead5,16,8,0,0,0,1524,0,0,0,0,0,0,0,0,0,0,0,1,8455
jspdf,21-08-2012,c600d6945beb4a9f9053048f0aebb5d4d3cc00b2,14,8,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,1,7532
jspdf,06-09-2012,31e73995d641e1c4cffd1a1003527f34ef17c5a9,14,8,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,1,7552
jspdf,07-10-2012,91d3b3a5887dba1869638950d17665b03c692081,14,8,0,0,0,1403,0,0,0,0,0,0,0,0,0,0,0,1,7549
jspdf,16-10-2012,4d69f468c24566104c0996a69e70abe913121c40,14,8,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,1,7605
jspdf,01-11-2012,c3974c93ded32cad93c226b8036a922b80b81f8b,14,8,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,1,7609
jspdf,30-12-2012,b840e03c577d9cceb54aa0bd540eb1b3c2ea8b24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jspdf,07-01-2013,681fee488d32f2abf1408cd07eb0320848da03a7,33,8,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,1,9188
jspdf,09-01-2013,6fecd387cff676240f87838b189e7cf6a0656794,35,8,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,2,9304
jspdf,20-01-2013,6683eb349edf7cb9ac7726a83fd45d659707ad31,33,8,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,1,9202
jspdf,10-03-2013,48a9f7eb0d9523f905794a230bb39b11502e91aa,34,8,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,1,9263
jspdf,17-03-2013,631bfc2db85b042e127796f20a51e3a2328b6fec,35,8,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,1,9457
jspdf,28-03-2013,e8bd731d75c1b329a8e79cd94eb52404d275cfbb,35,8,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,1,9480
jspdf,08-04-2013,04944746391d06831e48af567a283070c4b88465,35,8,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,2,9304
jspdf,21-04-2013,3538d7174bd6cab1881460fb737e0692e8949c73,35,8,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,2,9304
jspdf,02-05-2013,c4c79a12a497ccf2e1df3d9904fa2b1c1b2051ca,35,8,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,1,9485
jspdf,20-05-2013,28957b0e66d252ff567ec285025bddfbb236c08e,35,8,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,1,9485
jspdf,12-06-2013,603851ec6742f4c9dda78c4eda6eb47575bc3cb4,36,8,0,0,0,1811,0,0,0,0,0,0,0,0,0,0,0,1,9494
jspdf,24-06-2013,14772f8c94730aae79770804e8e197a99758401c,36,8,0,0,0,1811,0,0,0,0,0,0,0,0,0,0,0,1,9500
jspdf,26-07-2013,707cef854e43573aa05f60b47370d20e08fd580f,37,8,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,1,9511
jspdf,07-08-2013,14c8e5050e40b995ae10707e43c0d7d60be8d059,37,8,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,1,9515
jspdf,04-09-2013,e38dee89c947e827c3a32ee3735fd1cf87ca0114,37,8,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,1,9528
jspdf,05-12-2013,98edf07359c2b478a1c501ba873198c626e8408a,37,8,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,1,9528
jspdf,07-01-2014,868aa2576b226d5c66bf5d2c6ef549c9ba180b3a,37,9,0,0,0,1831,0,0,0,0,0,0,0,0,0,0,0,1,9740
jspdf,04-02-2014,2302ddba0826cdf3ef140abf00282d3f34fa0237,37,9,0,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,1,9794
jspdf,12-02-2014,f329dad48c712156a74f44fa82b1b0342a23c75e,36,9,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,0,1,9797
jspdf,19-02-2014,e735966231fd50fc9c243af2ba4d3557e6d87563,37,8,0,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,1,9987
jspdf,04-03-2014,00bcb6fb4e17c26c08b8e612a6093118f2c2c315,36,8,0,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,1,9615
jspdf,12-03-2014,91bdc7d80611b8a8cfdc3203b1a2f82d33a20150,37,8,0,0,0,1860,0,0,0,0,0,0,0,0,0,0,0,1,10046
jspdf,29-03-2014,27df11e1de124727a03fab96faeaa787f6ab06e9,39,8,0,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,1,10102
jspdf,08-04-2014,a13993484a28da4765e5e7fe84e54eee10d78320,39,8,0,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,1,10110
jspdf,16-04-2014,ddbfc0f0250ca908f8061a72fa057116b7613e78,39,8,0,0,0,1868,0,0,0,0,0,0,0,0,0,0,0,1,10129
jspdf,29-04-2014,88130350d23d382f92fad3358395a4ac05d6d79a,39,8,0,0,0,1870,0,0,0,0,0,0,0,0,0,0,0,1,10181
jspdf,12-05-2014,e931375ccae0f5567406f2a10345e72c95a2dbba,39,8,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,0,1,10267
jspdf,21-05-2014,157527d34bc59202e47a32a7715b07e51fb848d7,39,8,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,1,10379
jspdf,21-05-2014,45b5f8e7d43d85827d1be846d58e6982be5e61a1,39,8,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,10481
jspdf,29-05-2014,75d18af849972d8826b7b0c5e6b65c7d868803a1,39,8,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,1,10395
jspdf,05-06-2014,9c70e270735a8a6317900838ca00ba3699ae4ed9,39,8,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,10493
jspdf,08-06-2014,d23ad56a25a355fa15edb99a203869ce93277846,39,8,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,1,10399
jspdf,25-06-2014,0b5190334d7250d3c5668f352ce3258e1dd947a7,39,8,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,1,10395
jspdf,02-07-2014,07908c361d4eda396db98cfdf9ea8b0617dd7f4c,39,8,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,10508
jspdf,19-07-2014,1fde7878b9bef52eaf049c6b6cc2e25f68e2bc3b,39,8,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,1,10510
jspdf,28-07-2014,d88c8332edfc212242e7c211e35fbd29bd832221,39,8,0,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,1,10516
jspdf,11-08-2014,f35960b415f7683647fb9998ec781bd03380d6ab,39,8,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,10537
jspdf,28-08-2014,6899facc936c22818f9330f57945e47be2899946,39,8,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,10537
jspdf,21-09-2014,d4770725ca44ec028f6f9e920e33918ed21de086,39,8,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,1,10671
jspdf,29-09-2014,43eb0811568aae12c5258326921d7cda06424d59,39,8,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,1,10671
jspdf,09-10-2014,56a755612034883e39652fe0e727c340504e7f50,39,8,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,1,10679
jspdf,10-11-2014,970f0fd13ca85214aa0fed9b9d3c497ca5435663,40,8,0,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,1,10746
jspdf,17-11-2014,981d2492de4ac611cebda5ca76a9f7f89e2288ce,41,8,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,0,1,10903
jspdf,24-11-2014,b84c7434ab80c26d2d5e95bbd60bd244941e4a1f,39,8,0,0,0,1893,0,0,0,0,0,0,0,0,0,0,0,1,10729
jspdf,24-11-2014,b84c7434ab80c26d2d5e95bbd60bd244941e4a1f,39,8,0,0,0,1893,0,0,0,0,0,0,0,0,0,0,0,1,10729
jspdf,30-11-2014,403b537c7f326e1cb33e6622e7a6b2f5a60a193b,43,8,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,1,11457
jspdf,08-12-2014,06e387052a0d39b176d32b4a333c47eb14a2f6cc,43,8,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,1,11450
jspdf,09-12-2014,6e678a556fb07df467430b92abeda382fd30cf42,43,8,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,1,11457
jspdf,09-12-2014,2e1256594a2c4565c86f6fa26a13459757598456,43,8,0,0,0,1971,0,0,0,0,0,0,0,0,0,0,0,1,11528
jspdf,16-12-2014,81720bdddf72a8b4fa4a6844b08073f41dadc6d0,44,8,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,2,11625
jspdf,17-12-2014,63380ed539f2e87449de62c32a77877757696515,42,8,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,1,11348
jspdf,29-12-2014,5b510fae744b1818bed2ce45bd9957014977471f,44,8,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,2,11667
jspdf,09-01-2015,aa009374ce83594e91892c8173110124eada64f6,42,8,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,1,11339
jspdf,26-01-2015,88d496a5628d1cb84666d496fd25b997c3465767,42,8,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,1,11339
jspdf,05-02-2015,bf10cf58149e82908eee2e49c88de46e8c55e02b,44,8,0,0,0,1996,0,0,0,0,0,0,0,0,0,0,0,1,11870
jspdf,20-02-2015,06fb2980cfa6dc30ad51ddbdec496dd25618adbe,42,8,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,1,11339
jspdf,08-04-2015,4ef07d4d3ddc279d17596ac3f3979e61b524758a,42,8,0,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,1,11341
jspdf,21-04-2015,95ea74ee6bc05c94f07525eaad7f6b186eb21e63,42,8,0,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,1,11341
jspdf,04-05-2015,28a3b3131bada5a6ac039d474eb7124ee07abfa6,42,8,0,0,0,1957,0,0,0,0,0,0,0,0,0,0,0,1,11341
jspdf,15-05-2015,653f94aa5188b5eed26c355da21c78b7c048c877,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,10-06-2015,684916360fca7a7b4553e13705842f2460e08276,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,18-06-2015,ef47c0931ff94208e237334e8f6803498e5d25d0,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,03-07-2015,4f051cd3e1232ac0c193bbd8db9d6b1a85c9a129,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12007
jspdf,04-08-2015,d24c31a3cf28b555e52fdebede33dea61fc214c9,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,01-09-2015,985955c3c945ea51fb927bc16c0a2cce88b6d9b2,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,02-10-2015,8cb8a2a03601c78331b50c19b8d8251f5c990ee3,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,11997
jspdf,26-10-2015,2a0fd1669ad4ec422b389908821c70afc1b1eba1,46,8,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,1,12083
jspdf,26-10-2015,2a0fd1669ad4ec422b389908821c70afc1b1eba1,46,8,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,1,12083
jspdf,03-11-2015,63fff0f5269648f4dfbc00ea41e160a9a1a029ca,46,8,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,1,12382
jspdf,03-11-2015,63fff0f5269648f4dfbc00ea41e160a9a1a029ca,46,8,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,1,12382
jspdf,10-11-2015,a880df7ec224606f98ae92a3aa65dc9cb0e88461,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,23-11-2015,1f137e58b89b96ab02f3bc96b76263eceb03ae79,46,8,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,1,12811
jspdf,23-11-2015,1f137e58b89b96ab02f3bc96b76263eceb03ae79,46,8,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,1,12811
jspdf,09-12-2015,e1a20f900ff88806cb69c4c28dfb0277531d3dcd,45,8,0,0,0,2033,0,0,0,0,0,0,0,0,0,0,0,1,12277
jspdf,16-12-2015,acc6af66075eb18e0cc53765276db49fc5c2485d,47,8,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,1,12912
jspdf,16-12-2015,acc6af66075eb18e0cc53765276db49fc5c2485d,47,8,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,1,12912
jspdf,24-12-2015,ddf1da50b6d4ed575a9de93176e604846152a1a9,45,8,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,1,12004
jspdf,11-01-2016,2d180f0a56633b1168fa12d696296e687317076b,47,8,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,1,12957
jspdf,13-01-2016,688c197cc32b007930d7913d143e1df58f410bf9,47,8,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,1,12957
jspdf,26-01-2016,3161db096eb72837e4bfefafddc17ee1549a8107,48,8,0,0,0,2052,0,0,0,0,0,0,0,0,0,0,0,1,12715
jspdf,04-03-2016,76286898abd34401cb923f8bcdeebf0f2bee2ad5,48,8,0,0,0,2052,0,0,0,0,0,0,0,0,0,0,0,1,12715
jspdf,22-03-2016,1325e61174eb7a311535ed8017f539e830ed92d3,47,8,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,0,0,12981
jspdf,30-03-2016,3bf17280f4bbb97d23f6e356535109f3ca827d53,51,8,0,0,0,2161,0,0,0,27,0,0,0,0,0,0,0,0,13719
jspdf,11-04-2016,41e7c3307fde1aac3551e1973a317a61f55c0963,48,8,0,0,0,2120,0,0,0,27,0,0,0,0,0,0,0,0,13015
jspdf,29-04-2016,97678c7b838515778767af6e0a7de65f8a6be73f,48,8,0,0,0,2120,0,0,0,27,0,0,0,0,0,0,0,0,13015
jspdf,26-05-2016,93a5337b87fa8370dfd72ea40ec227d449c6c165,49,8,0,0,0,2124,0,0,0,28,0,0,0,0,0,0,0,0,13053
jspdf,13-06-2016,94a0c0f3ab8ec32b18feb987ee6ad5c473176874,48,8,0,0,0,2120,0,0,0,27,0,0,0,0,0,0,0,0,13017
jspdf,23-06-2016,017ec34a668a4b95d06030486fb8d019d698b94a,51,8,0,0,0,2162,0,0,0,27,0,0,0,0,0,0,0,0,13728
jspdf,30-06-2016,38732db74a4d211e14feff9cd78201e988a30879,51,8,0,0,0,2170,0,0,0,27,0,0,0,0,0,0,0,0,13811
jspdf,18-07-2016,bd60b2f4b97c0b850358affe3fc3de31e00913fd,50,8,0,0,0,2125,0,0,0,28,0,0,0,0,0,0,0,0,13070
jspdf,17-08-2016,c3d31180031b44af8a5e923630ffa3b543ebcd0a,49,8,0,0,0,2124,0,0,0,28,0,0,0,0,0,0,0,0,13055
jspdf,27-08-2016,55388021d9fc6c1102e8ed0f610237a0ca60f828,49,8,0,0,0,2124,0,0,0,28,0,0,0,0,0,0,0,0,13058
jspdf,13-09-2016,36a2ff148bb83362f8c4b74ba075138948b6d49e,49,8,0,0,0,2124,0,0,0,28,0,0,0,0,0,0,0,0,13055
jspdf,21-09-2016,68baeff29914ff03e46eff26c55c8df3c1359a1e,49,8,0,0,0,2165,0,0,0,28,0,0,0,0,0,0,0,0,13679
jspdf,29-09-2016,713f83737f1617fb19dd17481d8a948dae69c228,51,8,0,0,0,2166,0,0,0,28,0,0,0,0,0,0,0,0,13708
jspdf,06-10-2016,47ebab60ca964a1e7853103f186f4b2249ef280b,62,8,0,26,0,2210,1,0,0,28,0,0,0,0,0,0,0,0,14338
jspdf,13-10-2016,599519883f71c198712e892e35dbbb6383ce4cd5,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14697
jspdf,23-10-2016,08288724b828140d5030a9e4fc7a69207b1848c4,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14697
jspdf,31-10-2016,9f89d3607aee92a93d9fda061afb6b22a505266a,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14697
jspdf,26-01-2017,fb507833054c2de49cb19ae7a5c2621d80680b0b,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14701
jspdf,15-02-2017,6233c7aba295e88fc6713bc6df5fcd4992604335,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14765
jspdf,23-02-2017,ac12a246456496d509be585d0fa504da55aef96e,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14768
jspdf,07-03-2017,995de38465ee4f83211ff6016193b2b0453822a3,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14768
jspdf,16-03-2017,19b0184fc280088c9f30c8981948f24dff73c145,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14764
jspdf,24-03-2017,dfc6dacf4104f3283db9a34b6c6724f7636f3941,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14770
jspdf,15-04-2017,176a605da06c7f18d9a00f3c60c897f1fa61c5e1,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14768
jspdf,04-05-2017,2a74f0ea516beeaa80a6cb75eb8e6518a8057de2,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14715
jspdf,08-06-2017,034440cacdc9c1857d76c22e70eccf4519c5fb84,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14715
jspdf,18-07-2017,c8307647a9c7f8ae35a28c41d3ac5dd0de67aae8,51,8,0,0,0,2170,0,0,0,27,0,0,0,0,0,0,0,0,13812
jspdf,04-08-2017,c793e890992b13222692906d8fe394a6b1d1775b,67,8,0,80,0,2279,3,0,0,28,0,0,0,0,0,0,0,0,14707
jspdf,08-09-2017,752427ee13ad08aef6c239926fda4e41c166cece,63,8,0,80,0,2237,3,0,0,28,0,0,0,0,0,0,0,0,14318
jspdf,15-09-2017,a74e9113a4e3b6767f8c80633f642b27de0f917b,63,8,0,80,0,2237,3,0,0,28,0,0,0,0,0,0,0,0,14331
jspdf,23-09-2017,265c78cd5023546a0cf4385b34182128223e0447,67,8,0,90,0,2253,3,0,0,29,0,0,0,0,0,0,0,0,14498
jspdf,04-10-2017,346319cb87e5cfbef70bdd8b8f7ec366c2e662f5,65,8,0,88,0,2249,3,0,0,29,0,0,0,0,0,0,0,0,14487
jspdf,12-10-2017,f8dbf949062364b5668de6748cc31c78ce6c64f1,65,8,0,80,0,2377,3,0,0,29,0,0,0,0,0,0,0,0,16292
jspdf,22-10-2017,c94de4418ca3d3fab6a701b0bda1f20e78351241,65,8,0,80,0,2377,3,0,0,29,0,0,0,0,0,0,0,0,16315
jspdf,31-10-2017,4f412474a867ded0ed760453aa38b2d035dbe3ee,54,8,0,0,0,2308,0,0,0,29,0,0,0,0,0,0,0,0,15620
jspdf,09-11-2017,6557b0d7ff304fea5e2858da0e6eddf554745ad6,65,8,0,88,0,2249,3,0,0,29,0,0,0,0,0,0,0,0,14484
jspdf,21-11-2017,69afec7cb5da72395850d175e2d08c45833ae1b7,65,8,0,88,0,2249,3,0,0,29,0,0,0,0,0,0,0,0,14484
jspdf,05-12-2017,0729981474f206a98c7941beb37fe2db65010759,66,8,0,88,0,2253,3,0,0,29,0,0,0,0,0,0,0,0,14501
jspdf,22-12-2017,0ecef7960f964dab2825cfeb2f5fccfa6c29385a,55,8,0,8,0,2309,0,0,0,29,0,0,0,0,0,0,0,0,15696
jspdf,04-01-2018,2321df3c8650e8170a99d54c575967e39ad89b43,66,8,0,88,0,2253,3,0,0,29,0,0,0,0,0,0,0,0,14502
jspdf,12-01-2018,e2a73c5b076e79ea09e3c5ac7c6d0644940e4b2e,55,8,0,8,0,2309,0,0,0,29,0,0,0,0,0,0,0,0,15696
jspdf,13-02-2018,d58033dc7e348ffd234e431a52d2d0ef846db6eb,72,8,0,91,0,2282,3,0,0,34,0,0,0,0,0,0,0,0,15273
jspdf,20-02-2018,088da5e4601302412aa7a7c2071583386200ac2a,72,8,0,113,0,2329,13,0,0,30,0,0,0,0,0,0,0,0,15092
jspdf,27-02-2018,8d7e6e75359bcca0c5f0f9619307caa8d281c695,79,8,0,110,0,2358,12,0,0,35,0,0,0,0,0,0,0,1,15901
jspdf,07-03-2018,a111e228eb9a49f6fab96635d7d2151316480672,78,8,0,115,0,2361,12,0,0,34,0,0,0,0,0,0,0,0,15951
jspdf,30-03-2018,b87fe28c1af2035b242bd876a3ad32588d950115,55,8,0,8,0,2309,0,0,0,29,0,0,0,0,0,0,0,0,15697
jspdf,08-05-2018,df04492be9fd0e216b848586087883a4d9ad62bf,79,8,0,115,0,2373,12,0,0,34,0,0,0,0,0,0,0,0,16076
jspdf,15-05-2018,7d9f141e72b9a143981cd5eb87cff16f10b8cb0b,79,8,0,115,0,2373,12,0,0,34,0,0,0,0,0,0,0,0,16076
jspdf,27-05-2018,7a1089a7f2922cf2869ecd2a08be67e5a2082694,81,8,0,116,0,2378,12,0,0,34,0,0,0,0,0,0,0,0,16116
jspdf,06-06-2018,f4398f049d7fd4226d7a5fe0cb4c81670bf4c610,87,8,0,123,0,2399,12,0,0,39,0,0,0,0,0,0,0,0,16203
jspdf,13-06-2018,a483c9b6e428311b47fc028d43ad1e9c30a83492,87,8,0,123,0,2401,12,0,0,39,0,0,0,0,0,0,0,0,16235
jspdf,21-06-2018,eb53e0521b26828e021c269f583554d677b51411,89,8,0,123,0,2436,12,0,0,39,0,0,0,0,0,0,0,0,16632
jspdf,29-06-2018,e71f0a6385e4dc8ed1f1600b04c6b77fd2e42168,55,8,0,8,0,2313,0,0,0,29,0,0,0,0,0,0,0,0,15718
jspdf,11-07-2018,1e1f8d4a36d02933c10ccad907ea9a81c895a350,87,8,0,128,0,2531,11,0,0,29,0,0,0,0,0,0,0,0,17986
jspdf,19-07-2018,f4ee53f38129b3f3b0645d78e71723d1e8e2b501,89,8,0,123,0,2436,12,0,0,39,0,0,0,0,0,0,0,0,16632
jspdf,07-08-2018,71920866627e1db8dd6483b7ffc3d46f1d0b4305,89,8,0,123,0,2437,12,0,0,39,0,0,0,0,0,0,0,0,16656
jspdf,02-09-2018,2af843863cbf3006a153df8869e6f7feb140efbd,94,8,0,126,0,2457,12,0,0,36,0,0,0,0,0,0,0,0,16999
jspdf,11-09-2018,f251457e6c1b2c558cd143a375972b320226a8f4,101,9,0,130,0,2514,12,0,0,38,0,0,0,0,0,0,0,1,17463
jspdf,19-09-2018,da5e6efb33593cf47b506a484ddd521f8ee1c78d,101,9,0,130,0,2514,12,0,0,38,0,0,0,0,0,0,0,1,17463
jspdf,01-10-2018,79460b5ea10de97b7e877de6e0b89ac4ddda3188,95,9,0,139,0,2482,14,0,0,38,0,0,1,0,0,0,0,1,16901
jspdf,10-10-2018,b9aabdcd81fe0b0bba0d098a53214927c3ee6909,102,9,0,132,0,2518,12,0,0,38,0,0,0,0,0,0,0,1,17548
jspdf,17-10-2018,50a51555952eb2dda04beb6acb300a30c0dd3244,105,9,0,132,0,2544,12,0,0,39,0,0,0,0,0,0,0,1,18007
jspdf,26-10-2018,5957368995a299dc7ce77ff0485f641a4ee7eb65,95,9,0,141,0,2482,14,0,0,37,0,0,1,0,0,0,0,1,16901
jspdf,05-11-2018,c784f1588d65eb62a0ff0adfd99520cb2a4bf6a3,109,13,0,201,0,2968,13,0,0,43,0,0,0,0,0,0,0,1,20641
jspdf,13-11-2018,050ab72b053977490aa12b4b415d75c8ffb1e239,107,13,0,206,0,3132,13,0,0,0,0,0,0,0,0,0,0,1,21264
jspdf,25-11-2018,9c3757885eb01e6af4d4fc9a0d67335ed395e642,95,9,0,141,0,2482,14,0,0,37,0,0,1,0,0,0,0,1,16901
jspdf,04-12-2018,f2cf12cd23108eb6cf03c334a10e9c37beba31f4,110,13,0,206,0,3283,13,0,0,0,1,0,0,0,0,0,0,1,21808
jspdf,13-12-2018,2c35e16f66da362afa70dc3c9c5fbc0c60dfddfd,110,13,0,206,0,3282,13,0,0,0,1,0,0,0,0,0,0,1,21834
jspdf,20-12-2018,5b6937a82b4779b6637ffce1ac2bd1c1ff4d037d,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21879
jspdf,29-12-2018,e308f4111f703b68b7e92736afae44c6fbaa0d71,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21901
jspdf,06-01-2019,65b9a478448db90aa32bcab9839b90023c6b8f59,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21901
jspdf,16-01-2019,221db3e82ff6abf7e71e71b85a34e965a039cd8b,95,9,0,141,0,2484,14,0,0,37,0,0,1,0,0,0,0,1,16950
jspdf,24-01-2019,e0ad381e1884a71bce05c193f086e406339e6664,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21901
jspdf,21-02-2019,811cf73b4730f50dce39cc1046b62c843c2d76be,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21901
jspdf,16-03-2019,a98cb9372b11115e13b736bdfb6b515a89b2b0e1,113,13,0,206,0,3290,13,0,0,0,1,0,0,0,0,0,0,1,21905
jspdf,26-03-2019,cf389e836e21c9b6c35ab73ae4a429500660a4e3,122,14,0,219,0,3816,19,0,0,0,17,27,0,0,0,0,0,1,34230
jspdf,03-04-2019,b21b094449539fe60b056e107384702dca80a871,129,14,0,222,0,3838,19,0,0,0,17,27,0,0,0,0,0,2,34279
jspdf,10-04-2019,a7efef6d64e7dffbd0378d27918e45a212dae618,134,14,0,222,0,3865,19,0,0,0,17,27,0,0,0,0,0,2,34373
jspdf,17-04-2019,3873af6d8bb274b485ea7d468b992962ba365816,135,10,0,223,0,3394,19,0,0,0,17,27,0,0,0,0,0,2,32579
jspdf,25-04-2019,1d2f97628cda87041f21357ce0ad5b472906fc53,135,10,0,225,0,3409,19,0,0,0,17,27,0,0,0,0,0,2,32639
jspdf,06-05-2019,3561de8fa953a48e98a08255bb97c9d8a9028eff,95,9,0,141,0,2486,14,0,0,37,0,0,1,0,0,0,0,1,16976
jspdf,17-05-2019,0dc2e6c1ec2979f0eaac87dee4186aca2950311b,135,10,0,225,0,3409,19,0,0,0,17,27,0,0,0,0,0,2,32639
jspdf,19-06-2019,2f51a5dc2a00b87762876729706a145f24566743,135,10,0,225,0,3409,19,0,0,0,17,27,0,0,0,0,0,2,32639
jspdf,07-07-2019,9e500ab1bbd15f3503400b88365d2e7e356ae44c,135,10,0,225,0,3409,19,0,0,0,17,27,0,0,0,0,0,2,32639
