id,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,languages,labels,topics
6637448,plepe/openstreetbrowser,False,1251,82,master,0,28,GNU General Public License v3.0,11,79,20,7225,2010-11-06T05:08:47,2023-10-30T03:00:10,2023-11-18T09:16:58,http://www.openstreetbrowser.org,JavaScript,114,35,60,0,1536,20191,124,"[{""language"":""Markdown"",""commentLines"":0,""codeLines"":622,""blankLines"":84},{""language"":""CSS"",""commentLines"":8,""codeLines"":923,""blankLines"":45},{""language"":""JavaScript"",""commentLines"":96,""codeLines"":5274,""blankLines"":1172},{""language"":""PHP"",""commentLines"":11,""codeLines"":1105,""blankLines"":223},{""language"":""SQL"",""commentLines"":0,""codeLines"":11,""blankLines"":1},{""language"":""JSON"",""commentLines"":0,""codeLines"":11348,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":0,""codeLines"":5,""blankLines"":2},{""language"":""SVG"",""commentLines"":9,""codeLines"":903,""blankLines"":9}]",2023-10-29T05:20:29,167cfd9210cd102d06fdd5ad25559dbf14d2333f,,,"{""JavaScript"":173613,""PHP"":38603,""CSS"":18060,""Shell"":477}","[""bug report"",""dependencies"",""documentation missing/bad"",""feature request"",""good first issue"",""help request"",""won't fix""]",[]
6653996,tastejs/todomvc,False,2906,9,master,5,293,Other,1138,28302,13934,73248,2011-06-03T07:56:33,2023-09-11T08:12:41,2023-09-11T08:12:52,http://todomvc.com,JavaScript,765,135,1312,60,109520,1246336,349393,"[{""language"":""TypeScript"",""commentLines"":56013,""codeLines"":120790,""blankLines"":15218},{""language"":""Less"",""commentLines"":1505,""codeLines"":5298,""blankLines"":1154},{""language"":""OCaml"",""commentLines"":17,""codeLines"":403,""blankLines"":57},{""language"":""JSX"",""commentLines"":98,""codeLines"":868,""blankLines"":131},{""language"":""Handlebars"",""commentLines"":0,""codeLines"":98,""blankLines"":4},{""language"":""XML"",""commentLines"":6,""codeLines"":391,""blankLines"":11},{""language"":""Markdown"",""commentLines"":0,""codeLines"":16233,""blankLines"":7241},{""language"":""Clojure"",""commentLines"":0,""codeLines"":16,""blankLines"":5},{""language"":""YAML"",""commentLines"":68,""codeLines"":1817,""blankLines"":47},{""language"":""Diff"",""commentLines"":13,""codeLines"":588,""blankLines"":3},{""language"":""Dart"",""commentLines"":4,""codeLines"":153,""blankLines"":44},{""language"":""JSON"",""commentLines"":0,""codeLines"":76108,""blankLines"":64},{""language"":""Kotlin"",""commentLines"":0,""codeLines"":577,""blankLines"":138},{""language"":""Java"",""commentLines"":213,""codeLines"":586,""blankLines"":183},{""language"":""Scala"",""commentLines"":66,""codeLines"":555,""blankLines"":113},{""language"":""CoffeeScript"",""commentLines"":0,""codeLines"":5,""blankLines"":1},{""language"":""ClojureScript"",""commentLines"":3,""codeLines"":252,""blankLines"":50},{""language"":""JavaScript"",""commentLines"":289257,""codeLines"":980014,""blankLines"":81086},{""language"":""Bourne Shell"",""commentLines"":3,""codeLines"":72,""blankLines"":15},{""language"":""Elm"",""commentLines"":23,""codeLines"":328,""blankLines"":83},{""language"":""make"",""commentLines"":6,""codeLines"":14,""blankLines"":10},{""language"":""SVG"",""commentLines"":6,""codeLines"":388,""blankLines"":0},{""language"":""HTML"",""commentLines"":1983,""codeLines"":30953,""blankLines"":3314},{""language"":""CSS"",""commentLines"":100,""codeLines"":9697,""blankLines"":532},{""language"":""Maven"",""commentLines"":9,""codeLines"":132,""blankLines"":16}]",2023-09-11T08:12:41,636cac99fd12c5cb43bd6adf33808e4e90761697,,,"{""JavaScript"":140917,""HTML"":26828,""CSS"":5664,""Shell"":1552}","[""agilityjs"",""angularjs_perf"",""angularjs_require"",""app update"",""ariatemplates"",""atmajs"",""backbone"",""backbone_marionette"",""backbone_marionette_require"",""backbone_require"",""batman"",""browser-tests"",""bug"",""chaplin-brunch"",""closure"",""componentjs"",""derby"",""dermis"",""dijon"",""discussion"",""dojo"",""duel"",""durandal"",""emberjs"",""enyo_backbone"",""epitome"",""exoskeleton"",""extjs_deftjs"",""failing-tests"",""feature request"",""first time contributor"",""flight"",""gwt"",""help wanted"",""invalid"",""jquery"",""kendo"",""knockback"",""knockoutjs"",""knockoutjs_require"",""lavaca_require"",""maria"",""needs-review"",""new app"",""olives"",""plastronjs"",""polymer"",""puremvc"",""rappidjs"",""react"",""review"",""sammyjs"",""serenadejs"",""site"",""soma"",""somajs_require"",""spec update"",""spine"",""stapes"",""stapes_require"",""test-suite"",""thorax"",""thorax_lumber"",""troopjs_require"",""typescript-angular"",""typescript-backbone"",""wiki"",""wishlist"",""yui""]",[]
6654196,svgdotjs/svg.js,False,1501,4,master,33,73,Other,272,10498,1089,11741,2012-12-15T10:26:54,2023-09-08T07:23:09,2023-09-08T04:36:45,https://svgjs.dev,JavaScript,1055,5,255,0,4070,35094,1460,"[{""language"":""SVG"",""commentLines"":0,""codeLines"":29,""blankLines"":0},{""language"":""HTML"",""commentLines"":9,""codeLines"":194,""blankLines"":22},{""language"":""CSS"",""commentLines"":0,""codeLines"":65,""blankLines"":10},{""language"":""TypeScript"",""commentLines"":185,""codeLines"":1512,""blankLines"":196},{""language"":""JavaScript"",""commentLines"":1265,""codeLines"":18186,""blankLines"":3457},{""language"":""Markdown"",""commentLines"":0,""codeLines"":826,""blankLines"":384},{""language"":""YAML"",""commentLines"":1,""codeLines"":15,""blankLines"":1},{""language"":""JSON"",""commentLines"":0,""codeLines"":14267,""blankLines"":0}]",2023-09-08T07:22:52,3b47e461f0773e619619f1bc838234fdd9920d90,,,"{""JavaScript"":660943,""HTML"":6989,""CSS"":2721}","[""bounty"",""bug"",""dependencies"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""hacktoberfest"",""help wanted"",""invalid"",""proposal"",""question"",""reference"",""typescript"",""up to discussion"",""v2.x"",""wontfix""]","[""animation"",""javascript"",""svg"",""svgjs""]"
6676602,philc/vimium,False,4789,1,master,0,138,MIT License,293,20750,2411,6266,2009-09-20T07:08:19,2023-09-12T01:27:23,2023-09-12T09:09:40,https://chrome.google.com/webstore/detail/vimium/dbepggeogbaibhgnhhndojpepiihcmeb,JavaScript,3243,1068,1040,31,2181,14890,2266,"[{""language"":""CSS"",""commentLines"":59,""codeLines"":892,""blankLines"":112},{""language"":""HTML"",""commentLines"":30,""codeLines"":1198,""blankLines"":99},{""language"":""JavaScript"",""commentLines"":2177,""codeLines"":12053,""blankLines"":1746},{""language"":""Markdown"",""commentLines"":0,""codeLines"":637,""blankLines"":224},{""language"":""JSON"",""commentLines"":0,""codeLines"":110,""blankLines"":0}]",2023-09-12T01:27:06,06a2ceda88c1f557ab3062397ea158460224788f,,,"{""JavaScript"":537810,""HTML"":46316,""CSS"":22747,""TypeScript"":9607}","[""chrome bug"",""closing-assume-resolved"",""closing-fixed"",""closing-lack-of-interest"",""closing-no-chrome-api"",""closing-out-of-date"",""dev-ux"",""firefox"",""help-wanted"",""low-priority"",""next-next-version"",""next-version"",""niche"",""release-blocker"",""suggestions"",""verified"",""waiting"",""won't-fix""]",[]
6684408,jsbin/jsbin,False,6121,76,master,0,139,MIT License,149,4343,1296,40521,2009-10-02T04:49:08,2023-08-18T01:11:01,2023-08-13T04:39:37,http://jsbin.com,JavaScript,2513,46,983,20,45226,472138,53504,"[{""language"":""Lisp"",""commentLines"":42,""codeLines"":548,""blankLines"":91},{""language"":""SQL"",""commentLines"":48,""codeLines"":346,""blankLines"":34},{""language"":""YAML"",""commentLines"":6,""codeLines"":42,""blankLines"":3},{""language"":""JSON"",""commentLines"":0,""codeLines"":13586,""blankLines"":1},{""language"":""Markdown"",""commentLines"":0,""codeLines"":1739,""blankLines"":715},{""language"":""make"",""commentLines"":0,""codeLines"":3,""blankLines"":1},{""language"":""JavaScript"",""commentLines"":51780,""codeLines"":382431,""blankLines"":33334},{""language"":""Handlebars"",""commentLines"":2,""codeLines"":16,""blankLines"":5},{""language"":""SVG"",""commentLines"":6,""codeLines"":2136,""blankLines"":5},{""language"":""Bourne Shell"",""commentLines"":1,""codeLines"":5,""blankLines"":0},{""language"":""Sass"",""commentLines"":2,""codeLines"":545,""blankLines"":70},{""language"":""XML"",""commentLines"":0,""codeLines"":68,""blankLines"":0},{""language"":""CSS"",""commentLines"":1499,""codeLines"":15486,""blankLines"":2719},{""language"":""HTML"",""commentLines"":118,""codeLines"":55187,""blankLines"":8248}]",2023-08-18T01:10:59,108e15e15350a294cee957cd9f928372a1fe79ce,,,"{""JavaScript"":986717,""CSS"":322994,""HTML"":163882,""Handlebars"":441}","[""(universal) accessibility"",""awaiting changes"",""awesome?thank you"",""bug - confirmed"",""bug - pending confirmation"",""effort:complex"",""effort:high"",""effort:low"",""effort:medium"",""enquiry"",""feature accepted"",""feature request"",""help wanted"",""idea"",""in progress"",""needs more information"",""needs work"",""not a bug"",""platform:windows"",""pr submitted"",""proposal"",""ready"",""refactor"",""stale"",""type:assets"",""type:console"",""type:install"",""type:library"",""type:loop-protect"",""type:preprocessor"",""type:rendercode"",""type:runner"",""unknown"",""usability"",""works in v5""]",[]
6733448,stylus/stylus,False,4114,12,dev,10,178,MIT License,342,11127,1169,7355,2010-12-28T10:11:43,2023-09-05T08:47:26,2023-09-04T04:57:43,https://stylus-lang.com,JavaScript,2029,241,731,22,6591,40567,5961,"[{""language"":""XML"",""commentLines"":9,""codeLines"":782,""blankLines"":35},{""language"":""TypeScript"",""commentLines"":24,""codeLines"":507,""blankLines"":36},{""language"":""JavaScript"",""commentLines"":5374,""codeLines"":8936,""blankLines"":2261},{""language"":""Vuejs Component"",""commentLines"":4,""codeLines"":42,""blankLines"":3},{""language"":""CSS"",""commentLines"":152,""codeLines"":9800,""blankLines"":41},{""language"":""SVG"",""commentLines"":1,""codeLines"":982,""blankLines"":4},{""language"":""Stylus"",""commentLines"":390,""codeLines"":7906,""blankLines"":2017},{""language"":""make"",""commentLines"":0,""codeLines"":24,""blankLines"":8},{""language"":""YAML"",""commentLines"":7,""codeLines"":120,""blankLines"":7},{""language"":""Markdown"",""commentLines"":0,""codeLines"":6131,""blankLines"":2179},{""language"":""JSON"",""commentLines"":0,""codeLines"":5337,""blankLines"":0}]",2023-09-05T08:47:18,3d92a955b55cabb07de576f50b5b02e5c9831cbf,,,"{""JavaScript"":359441,""Stylus"":166596,""CSS"":139649,""Makefile"":864,""TypeScript"":678}","[""c: easy"",""dependencies"",""github_actions"",""good first issue"",""help wanted"",""javascript"",""p: high"",""p: low"",""pr: looks good"",""pr: needs docs"",""pr: needs rebase"",""pr: needs review"",""pr: needs tests"",""pr: unfinished"",""s: community"",""s: docs"",""s: tmbundle"",""security"",""t: bug"",""t: enhancement"",""t: feature"",""t: question"",""t:performance"",""w: duplicate"",""w: unconfirmed"",""w: won?t fix""]","[""css"",""preprocessor"",""styl"",""stylus""]"
6768266,recurly/recurly-js,False,1726,12,master,110,60,MIT License,95,651,141,18947,2011-07-18T08:52:44,2023-09-07T11:13:23,2023-09-08T10:51:42,https://js.recurly.com/,JavaScript,309,8,540,3,4629,45670,4071,"[{""language"":""Markdown"",""commentLines"":0,""codeLines"":932,""blankLines"":782},{""language"":""CSS"",""commentLines"":0,""codeLines"":30,""blankLines"":4},{""language"":""EJS"",""commentLines"":0,""codeLines"":207,""blankLines"":22},{""language"":""TypeScript"",""commentLines"":1099,""codeLines"":1609,""blankLines"":399},{""language"":""JavaScript"",""commentLines"":2960,""codeLines"":20689,""blankLines"":3391},{""language"":""make"",""commentLines"":0,""codeLines"":60,""blankLines"":7},{""language"":""Bourne Again Shell"",""commentLines"":11,""codeLines"":44,""blankLines"":13},{""language"":""Dockerfile"",""commentLines"":0,""codeLines"":20,""blankLines"":3},{""language"":""YAML"",""commentLines"":1,""codeLines"":227,""blankLines"":8},{""language"":""JSON"",""commentLines"":0,""codeLines"":21852,""blankLines"":0}]",2023-09-07T11:13:21,d5e1134bb05c08a53400e599eddccb1bb42e837c,,,"{""JavaScript"":867173,""TypeScript"":20267,""EJS"":7360,""Makefile"":1896,""Shell"":1541,""CSS"":628,""Dockerfile"":466}","[""bug"",""bug?"",""changelog"",""dependency"",""documentation"",""enhancement"",""in progress"",""internal"",""new feature"",""question"",""tests & build"",""types""]","[""payments"",""recurly""]"
6822336,totaljs/framework,False,5312,24,master,56,31,Other,219,4318,467,19314,2012-12-16T01:12:02,2023-08-30T10:35:52,2023-08-30T03:21:44,http://www.totaljs.com,JavaScript,631,1,165,0,10864,44997,4035,"[{""language"":""Markdown"",""commentLines"":0,""codeLines"":92,""blankLines"":18},{""language"":""HTML"",""commentLines"":1,""codeLines"":397,""blankLines"":48},{""language"":""CSS"",""commentLines"":0,""codeLines"":1,""blankLines"":0},{""language"":""YAML"",""commentLines"":1,""codeLines"":15,""blankLines"":1},{""language"":""JavaScript"",""commentLines"":4033,""codeLines"":44398,""blankLines"":10792},{""language"":""JSON"",""commentLines"":0,""codeLines"":75,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":0,""codeLines"":19,""blankLines"":5}]",2023-08-30T10:35:49,11c7fe4b9aa8a4517e4f1b8c6969fe4d2669a721,,,"{""JavaScript"":1521624,""HTML"":10140,""Shell"":395,""CSS"":33}","[""bug"",""builders"",""duplicate"",""enhancement"",""example"",""framework"",""image"",""internal"",""invalid"",""mail"",""marketing"",""nosql"",""not possible"",""question"",""utils"",""waiting for more info"",""websocket"",""wontfix""]","[""framework"",""javascript"",""node"",""quality"",""web"",""websocket""]"
6859532,nightwatchjs/nightwatch,False,2707,12,main,227,117,MIT License,256,11432,1144,54166,2012-03-17T09:28:18,2023-09-08T10:53:16,2023-09-08T04:32:38,https://nightwatchjs.org,JavaScript,2698,204,943,26,18220,120887,16667,"[{""language"":""Bourne Shell"",""commentLines"":0,""codeLines"":3,""blankLines"":1},{""language"":""TypeScript"",""commentLines"":6641,""codeLines"":7287,""blankLines"":1515},{""language"":""JavaScript"",""commentLines"":10001,""codeLines"":94638,""blankLines"":16326},{""language"":""YAML"",""commentLines"":23,""codeLines"":945,""blankLines"":86},{""language"":""JSON"",""commentLines"":0,""codeLines"":17016,""blankLines"":62},{""language"":""Markdown"",""commentLines"":0,""codeLines"":361,""blankLines"":161},{""language"":""EJS"",""commentLines"":0,""codeLines"":369,""blankLines"":37},{""language"":""Vuejs Component"",""commentLines"":0,""codeLines"":65,""blankLines"":5},{""language"":""JSX"",""commentLines"":2,""codeLines"":85,""blankLines"":15},{""language"":""HTML"",""commentLines"":0,""codeLines"":87,""blankLines"":7},{""language"":""Cucumber"",""commentLines"":0,""codeLines"":31,""blankLines"":5}]",2023-09-05T11:21:32,17a5d7b675489c42fdfcd22c217a8eaa4e50af33,,,"{""JavaScript"":4044429,""TypeScript"":156004,""EJS"":13338,""Gherkin"":2090,""Vue"":1502,""Shell"":58}","[""api docs"",""appium"",""bug"",""chore"",""ci-integrations"",""cloud-providers"",""complexity: high"",""complexity: low"",""complexity: medium"",""component-testing"",""cucumber"",""debugging"",""dependencies"",""dont-merge"",""duplicate"",""enhancement"",""epic"",""good first issue"",""greenkeeper"",""help wanted"",""html-reporter"",""invalid"",""linux"",""meta"",""migrations"",""mobile"",""mocha"",""needs more info"",""nightwatch-inspector"",""nightwatch-test-runner"",""p0"",""p1"",""p2"",""p3"",""page objects"",""pr open"",""programatic-api"",""question"",""regression"",""reporters"",""selenium issue"",""stale"",""support"",""typescript"",""typescript-types-declaration"",""v0.9"",""v2"",""v3"",""visual-regression-testing"",""website"",""windows"",""wontfix""]","[""automated-testing"",""chromedriver"",""end-to-end-testing"",""javascript"",""nightwatch"",""nightwatchjs"",""nodejs"",""selenium"",""selenium-server"",""selenium-webdriver"",""testing"",""w3c-webdriver"",""webdriver""]"
6863440,umbraco/ourumbraco,False,3709,23,main,0,102,MIT License,36,91,161,85631,2012-12-18T07:14:59,2023-08-01T11:19:56,2023-04-20T09:01:17,,JavaScript,214,15,590,29,91675,637164,103805,"[{""language"":""SVG"",""commentLines"":20,""codeLines"":12623,""blankLines"":6},{""language"":""CSS"",""commentLines"":1193,""codeLines"":33288,""blankLines"":6370},{""language"":""HTML"",""commentLines"":1145,""codeLines"":44586,""blankLines"":8411},{""language"":""Less"",""commentLines"":1048,""codeLines"":4981,""blankLines"":1011},{""language"":""C# Designer"",""commentLines"":684,""codeLines"":132,""blankLines"":120},{""language"":""DOS Batch"",""commentLines"":3,""codeLines"":56,""blankLines"":11},{""language"":""JSON"",""commentLines"":0,""codeLines"":45906,""blankLines"":0},{""language"":""Markdown"",""commentLines"":0,""codeLines"":2945,""blankLines"":1060},{""language"":""YAML"",""commentLines"":0,""codeLines"":5,""blankLines"":0},{""language"":""XML"",""commentLines"":593,""codeLines"":36229,""blankLines"":1785},{""language"":""JavaScript"",""commentLines"":94369,""codeLines"":380578,""blankLines"":58524},{""language"":""MSBuild script"",""commentLines"":13,""codeLines"":5833,""blankLines"":1},{""language"":""XSLT"",""commentLines"":440,""codeLines"":7913,""blankLines"":1943},{""language"":""Visual Studio Solution"",""commentLines"":1,""codeLines"":96,""blankLines"":1},{""language"":""Razor"",""commentLines"":881,""codeLines"":13943,""blankLines"":2054},{""language"":""ASP"",""commentLines"":0,""codeLines"":5,""blankLines"":0},{""language"":""Sass"",""commentLines"":125,""codeLines"":12383,""blankLines"":2661},{""language"":""ASP.NET"",""commentLines"":76,""codeLines"":6858,""blankLines"":1414},{""language"":""DTD"",""commentLines"":1,""codeLines"":38,""blankLines"":0},{""language"":""SQL"",""commentLines"":21,""codeLines"":205,""blankLines"":14},{""language"":""C#"",""commentLines"":3192,""codeLines"":28561,""blankLines"":6289}]",2023-08-01T11:19:56,d9e4a4d4fe1871c1b21063fb7946459bc7281be4,,,"{""JavaScript"":8405637,""HTML"":2727512,""C#"":1355632,""CSS"":689236,""XSLT"":415258,""ASP.NET"":375597,""SCSS"":247738,""Less"":174606,""TSQL"":11608,""Smalltalk"":9952,""Batchfile"":2943}","["".net"",""category/packages"",""category/ux"",""community/pr"",""community/review"",""community/up-for-grabs"",""dependencies"",""hacktoberfest-accepted"",""hacktoberfest/contrib-2019"",""hacktoberfest/contrib-2020"",""hacktoberfest/contrib-2021"",""javascript"",""release/no-notes"",""state/in-sprint"",""state/needs-investigation"",""state/needs-more-info"",""state/needs-reproduction"",""state/sprint-candidate"",""status/idea"",""status/needs-docs"",""status/regression"",""status/stale"",""type/bug"",""type/feature""]",[]
6867427,ekohe/wulin_master,False,3199,70,develop,0,10,MIT License,2,20,7,6630,2012-11-17T10:35:49,2023-11-15T12:35:02,2023-08-28T12:19:33,,JavaScript,0,0,56,14,7996,43272,5402,"[{""language"":""Sass"",""commentLines"":78,""codeLines"":6494,""blankLines"":644},{""language"":""Cucumber"",""commentLines"":0,""codeLines"":72,""blankLines"":4},{""language"":""Ruby"",""commentLines"":894,""codeLines"":4673,""blankLines"":1145},{""language"":""ERB"",""commentLines"":0,""codeLines"":15,""blankLines"":1},{""language"":""JavaScript"",""commentLines"":4357,""codeLines"":30197,""blankLines"":5717},{""language"":""Markdown"",""commentLines"":0,""codeLines"":747,""blankLines"":372},{""language"":""CoffeeScript"",""commentLines"":2,""codeLines"":132,""blankLines"":21},{""language"":""HTML"",""commentLines"":3,""codeLines"":182,""blankLines"":15},{""language"":""YAML"",""commentLines"":42,""codeLines"":101,""blankLines"":24},{""language"":""CSS"",""commentLines"":16,""codeLines"":0,""blankLines"":0},{""language"":""Haml"",""commentLines"":10,""codeLines"":659,""blankLines"":53}]",2023-11-08T06:19:18,6a73c53b6d029883866d18aeb1e98faa3926f737,,,"{""JavaScript"":475722,""Ruby"":214077,""SCSS"":162349,""Haml"":33364,""HTML"":4882,""CoffeeScript"":4569,""Gherkin"":2752,""CSS"":757,""Sass"":348}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
6870859,ankitrohatgi/webplotdigitizer,False,1060,2,master,16,11,GNU Affero General Public License v3.0,71,2329,316,51321,2010-09-25T04:20:49,2023-11-05T07:06:19,2023-12-16T02:42:41,https://automeris.io/WebPlotDigitizer,JavaScript,257,87,52,0,7771,25470,11128,"[{""language"":""Python"",""commentLines"":2,""codeLines"":36,""blankLines"":12},{""language"":""CSS"",""commentLines"":34,""codeLines"":425,""blankLines"":95},{""language"":""HTML"",""commentLines"":95,""codeLines"":1279,""blankLines"":91},{""language"":""SVG"",""commentLines"":8,""codeLines"":3165,""blankLines"":8},{""language"":""PO File"",""commentLines"":7708,""codeLines"":4351,""blankLines"":4194},{""language"":""Bourne Shell"",""commentLines"":35,""codeLines"":132,""blankLines"":48},{""language"":""Markdown"",""commentLines"":0,""codeLines"":350,""blankLines"":181},{""language"":""JavaScript"",""commentLines"":2114,""codeLines"":14960,""blankLines"":2977},{""language"":""TeX"",""commentLines"":1,""codeLines"":404,""blankLines"":95},{""language"":""Dockerfile"",""commentLines"":6,""codeLines"":28,""blankLines"":8},{""language"":""Jupyter Notebook"",""commentLines"":1026,""codeLines"":98,""blankLines"":0},{""language"":""JSON"",""commentLines"":0,""codeLines"":61,""blankLines"":0},{""language"":""Go"",""commentLines"":99,""codeLines"":181,""blankLines"":62}]",2023-11-05T07:06:09,2640a8c3c4193f2a3467d039f268f834fbc6bef5,,,"{""JavaScript"":698765,""Jupyter Notebook"":129722,""HTML"":84978,""CSS"":9296,""Go"":9245,""Shell"":6924,""Dockerfile"":1428,""Python"":1402}","[""status: need more info"",""type: bug"",""type: contribution"",""type: feature request"",""type: long term goals"",""type: support""]","[""data-mining"",""html"",""javascript"",""reverse-engineering"",""visualization"",""webplotdigitizer""]"
6884998,wirecloud/wirecloud,False,8989,26,develop,17,20,Other,14,58,46,133890,2011-07-22T06:19:08,2023-12-01T03:27:00,2023-10-23T06:29:43,https://wirecloud.rtfd.io/,JavaScript,227,37,307,18,44888,183279,25627,"[{""language"":""XHTML"",""commentLines"":0,""codeLines"":2,""blankLines"":0},{""language"":""SVG"",""commentLines"":12,""codeLines"":11701,""blankLines"":0},{""language"":""Sass"",""commentLines"":1075,""codeLines"":7689,""blankLines"":1648},{""language"":""JSON"",""commentLines"":0,""codeLines"":17193,""blankLines"":3},{""language"":""PO File"",""commentLines"":2121,""codeLines"":4864,""blankLines"":1676},{""language"":""Dockerfile"",""commentLines"":2,""codeLines"":37,""blankLines"":11},{""language"":""XML"",""commentLines"":18,""codeLines"":7477,""blankLines"":297},{""language"":""HTML"",""commentLines"":405,""codeLines"":12639,""blankLines"":4938},{""language"":""Python"",""commentLines"":4617,""codeLines"":33388,""blankLines"":11455},{""language"":""CSS"",""commentLines"":62,""codeLines"":1606,""blankLines"":269},{""language"":""YAML"",""commentLines"":17,""codeLines"":324,""blankLines"":47},{""language"":""Markdown"",""commentLines"":0,""codeLines"":17974,""blankLines"":7581},{""language"":""Bourne Shell"",""commentLines"":3,""codeLines"":32,""blankLines"":4},{""language"":""JavaScript"",""commentLines"":17292,""codeLines"":67301,""blankLines"":16916},{""language"":""XSD"",""commentLines"":3,""codeLines"":1052,""blankLines"":43}]",2023-11-08T08:36:27,d828bafaa0a77618725ba5907b58cfb454a9c1a3,,,"{""JavaScript"":3776601,""Python"":2043083,""SCSS"":285746,""HTML"":68713,""API Blueprint"":65419,""CSS"":10125,""Dockerfile"":1640,""Shell"":1290}","[""blocker"",""bug"",""confirmed"",""critical"",""dependencies"",""dimissed"",""dobut"",""feature"",""improvement"",""major"",""minor"",""refactoring"",""regression"",""trivial"",""under investigation"",""user story"",""v0.8.2"",""v0.8.4"",""v0.8.5"",""v0.9.0"",""v0.9.1"",""v0.9.2"",""v1.0.0"",""v1.0.1"",""v1.1.0"",""v1.2.0"",""v1.3.0"",""v1.4.0"",""w4t"",""workitem""]","[""fiware"",""fiware-wirecloud""]"
6889882,jashkenas/underscore,False,2833,7,master,0,261,MIT License,847,27095,5627,6802,2009-10-25T06:31:06,2023-09-27T02:01:37,2023-11-02T06:38:57,https://underscorejs.org,JavaScript,1418,30,1554,20,60318,137138,2782,"[{""language"":""JavaScript"",""commentLines"":2561,""codeLines"":12796,""blankLines"":2598},{""language"":""Markdown"",""commentLines"":0,""codeLines"":134,""blankLines"":51},{""language"":""JSON"",""commentLines"":0,""codeLines"":21518,""blankLines"":0},{""language"":""YAML"",""commentLines"":30,""codeLines"":85,""blankLines"":10},{""language"":""Diff"",""commentLines"":4,""codeLines"":5,""blankLines"":4},{""language"":""HTML"",""commentLines"":1,""codeLines"":101686,""blankLines"":57411},{""language"":""CSS"",""commentLines"":186,""codeLines"":914,""blankLines"":244}]",2023-09-27T02:01:37,0bd9b48c0ad58e55991a623477dc11fa0237ac87,,,"{""JavaScript"":359591,""HTML"":185128}","[""breaking change"",""bug"",""contrib"",""documentation"",""duplicate"",""enhancement"",""fixed"",""invalid"",""question"",""starter"",""test"",""wontfix""]",[]
6915762,sage-bionetworks/synapsewebclient,False,18673,524,develop,0,32,Apache License 2.0,18,22,35,91185,2012-05-11T11:11:54,2023-09-08T11:43:26,2023-05-07T03:54:02,https://www.synapse.org,JavaScript,1,1,5185,5,93687,560405,119858,"[{""language"":""Less"",""commentLines"":24,""codeLines"":370,""blankLines"":41},{""language"":""HTML"",""commentLines"":6387,""codeLines"":90694,""blankLines"":16748},{""language"":""CSS"",""commentLines"":1766,""codeLines"":27036,""blankLines"":1347},{""language"":""Java"",""commentLines"":15522,""codeLines"":223504,""blankLines"":36023},{""language"":""JSON"",""commentLines"":0,""codeLines"":439,""blankLines"":0},{""language"":""XML"",""commentLines"":172,""codeLines"":17162,""blankLines"":159},{""language"":""Bourne Shell"",""commentLines"":13,""codeLines"":22,""blankLines"":4},{""language"":""Markdown"",""commentLines"":0,""codeLines"":71,""blankLines"":36},{""language"":""Maven"",""commentLines"":41,""codeLines"":761,""blankLines"":28},{""language"":""SVG"",""commentLines"":0,""codeLines"":591,""blankLines"":29},{""language"":""Sass"",""commentLines"":42,""codeLines"":3698,""blankLines"":432},{""language"":""YAML"",""commentLines"":2,""codeLines"":19,""blankLines"":4},{""language"":""JavaScript"",""commentLines"":95889,""codeLines"":196038,""blankLines"":38836}]",2023-09-08T11:43:26,1d2747184ad18e40bb501194f2be16663111d618,,,"{""JavaScript"":8788330,""Java"":8426362,""HTML"":3793849,""CSS"":392172,""SCSS"":71692,""TypeScript"":38174,""Shell"":1422}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""invalid"",""java"",""javascript"",""question"",""wontfix""]",[]
6922745,rmcauley/rainwave,False,3617,7,master,0,22,GNU General Public License v2.0,16,179,37,18481,2011-04-05T09:31:44,2023-11-10T06:35:55,2023-11-08T09:49:00,http://rainwave.cc,JavaScript,45,7,123,2,10322,55980,3124,"[{""language"":""Sass"",""commentLines"":46,""codeLines"":3862,""blankLines"":737},{""language"":""XML"",""commentLines"":40,""codeLines"":329,""blankLines"":44},{""language"":""JavaScript"",""commentLines"":2400,""codeLines"":28001,""blankLines"":6155},{""language"":""SVG"",""commentLines"":5,""codeLines"":1893,""blankLines"":12},{""language"":""JSON"",""commentLines"":0,""codeLines"":3819,""blankLines"":584},{""language"":""Bourne Shell"",""commentLines"":8,""codeLines"":44,""blankLines"":5},{""language"":""Markdown"",""commentLines"":0,""codeLines"":236,""blankLines"":87},{""language"":""HTML"",""commentLines"":13,""codeLines"":1743,""blankLines"":216},{""language"":""Python"",""commentLines"":612,""codeLines"":16053,""blankLines"":2482}]",2023-11-10T04:37:55,3a0e2336fa6086cf6f9ddf9521612d7daf0b6c7f,,,"{""JavaScript"":2630981,""Python"":686734,""SCSS"":88175,""HTML"":57217,""Shell"":1714}","[""dependencies""]",[]
